"CASE_ID","MERCHANT_ID","OPENED_DATE","CASE_CATEGORY","PRIORITY","CASE_THEME","CASE_TEXT"
"CS-000274",90877,"2025-08-04","Chargeback Representment","P3 - Medium","chargeback_representment","Restaurant owner with three locations in Rome received €178 Mastercard chargeback claiming duplicate processing at their Trastevere site. Transaction logs from their Clover Station Duo show single authorization, and customer made separate purchases at their Testaccio location same evening. Asking about pre-arbitration process if representment fails."
"CS-000275",282259,"2025-06-23","Chargeback Representment","P3 - Medium","chargeback_representment","Fashion retailer operating in Athens and Thessaloniki got €425 Visa chargeback for ""goods not received"" but tracking shows delivery signature at customer's address. Same customer successfully received deliveries from their Thessaloniki store twice before. Merchant concerned about 10-day representment deadline with upcoming holiday."
"CS-000276",63522,"2025-07-22","Chargeback Representment","P3 - Medium","chargeback_representment","Coffee shop franchise with six locations across Dublin received chargebacks at four different sites from same cardholder over three months, totaling €213. All transactions under €40, all contactless on Mastercard, all disputed as unauthorized. Merchant has CCTV from two locations showing same person tapping card and wants to escalate."
"CS-000277",84339,"2025-07-19","Chargeback Representment","P3 - Medium","chargeback_representment","Merchant running electronics stores in Frankfurt and Stuttgart disputing €1,890 Mastercard chargeback with signed delivery receipt and product serial number registration to customer's email. Customer made €340 purchase at Stuttgart location week prior without issue. Asking if they can reference the successful transaction in representment."
"CS-000278",52208,"2025-09-04","Chargeback Representment","P2 - High","chargeback_representment","Spa and wellness operator with facilities in Nice and Cannes received €560 Visa chargeback claiming ""services not provided"" at Nice location. They have appointment check-in records, treatment room logs, and customer feedback form submitted post-service. Customer is active member at Cannes location with no payment disputes there."
"CS-000279",7224,"2025-08-03","Chargeback Representment","P2 - High","chargeback_representment","Bakery chain with morning operations across five Amsterdam locations disputing €28.30 Mastercard chargeback from their Jordaan shop. Transaction occurred 07:15 on Tuesday, customer claims card was stolen, but same card used at their De Pijp location at 07:45 same morning without dispute. Terminal logs from both PAX devices available."
"CS-000280",87762,"2025-07-03","Chargeback Representment","P3 - Medium","chargeback_representment","Clothing retailer in Milan and Turin received €670 Visa chargeback for online order shipped to customer's registered address. Customer has purchase history at both physical store locations spanning two years with no issues. Merchant has delivery confirmation with timestamp and photo proof, asking about escalation options if issuer denies representment."
"CS-000281",109304,"2025-06-27","Chargeback Representment","P2 - High","chargeback_representment","Gym membership operator with clubs in Hamburg, Bremen and Hannover disputing recurring payment chargeback of €49.90. Member actively uses all three facilities with access logs showing 34 check-ins across locations in disputed month. Signed membership agreement on file, asking if usage data across multiple sites is compelling evidence."
"CS-000282",156538,"2025-06-12","Chargeback Representment","P2 - High","chargeback_representment","Wine shop owner with locations in Bordeaux and Toulouse received €385 Mastercard chargeback claiming unauthorized transaction at Bordeaux store. Customer's loyalty account shows purchases at both locations for 18 months, and disputed transaction includes loyalty points redemption requiring PIN entry. Merchant wants to know if loyalty system authentication helps their case."
"CS-000283",213951,"2025-08-25","Chargeback Representment","P2 - High","chargeback_representment","Pet supply retailer operating in Cork and Galway disputing €156 Visa chargeback with delivery proof showing customer signature at 14:32 on Wednesday. Same customer picked up order in-store at Cork location the following Saturday. Merchant asking about representment timeline as they're waiting on courier company to provide additional GPS delivery data."
"CS-000284",131555,"2025-09-15","Chargeback Representment","P3 - Medium","chargeback_representment","Pharmacy group with twelve locations across Belgium received chargebacks at three different stores from one cardholder within five days, totaling €234. All transactions show EMV chip verification on their terminals, customer claims card never left their possession. Merchant has video evidence from two locations and wants guidance on pre-arbitration likelihood."
"CS-000285",251587,"2025-06-25","Chargeback Representment","P3 - Medium","chargeback_representment","Restaurant operator in Porto with three establishments received €445 Mastercard chargeback for ""duplicate charge"" at their riverside location. Merchant has separate receipts showing different menu items, different servers, different table numbers, and transactions four hours apart. Customer dined at their other two locations same week without payment issues."
"CS-000286",7375,"2025-08-23","Chargeback Representment","P2 - High","chargeback_representment","Bookstore chain in Vienna and Graz disputing €127.50 Visa chargeback with proof of in-store pickup requiring photo ID verification. Customer has active loyalty membership used at both locations, and disputed transaction was special order item customer requested by name. Asking if they can submit customer's email correspondence requesting the specific book."
"CS-000287",94615,"2025-08-06","Chargeback Representment","P3 - Medium","chargeback_representment","Hardware store operator with locations in Utrecht, Rotterdam and The Hague received €890 Mastercard chargeback claiming goods not received. Delivery required signature and customer ID scan per their policy for high-value items. Customer made in-store purchases at Rotterdam location before and after the disputed delivery. Merchant concerned about approaching representment deadline in three days."
"CS-000288",87941,"2025-06-20","Chargeback Representment","P3 - Medium","chargeback_representment","Beauty salon group operating four locations in Madrid disputing €180 Visa chargeback for services rendered at their Salamanca district salon. Appointment booking, service completion notes, and product usage records all documented. Customer is regular client at their Chamberí location with payment history going back 14 months. Asking about success rates for service-based representment cases."
"CS-000289",60509,"2025-09-18","Chargeback Representment","P3 - Medium","chargeback_representment","Grocery chain with stores in Limerick, Waterford and Kilkenny received €67.20 Mastercard chargeback from Waterford location claiming unauthorized transaction. Transaction was contactless at 18:45 on Friday, but same card used for larger chip-and-PIN transaction at Kilkenny store at 20:15 same evening. Merchant questioning if timing and authentication method differences support their dispute."
"CS-000290",213102,"2025-07-13","Chargeback Representment","P2 - High","chargeback_representment","Sporting goods retailer in Munich with three locations disputing €534 Visa chargeback with signed delivery confirmation and email exchange where customer confirmed receipt and satisfaction with products. Customer made returns at their other two stores in past without initiating chargebacks. Merchant asking if they should wait for pre-arbitration or escalate immediately given the clear evidence."
"CS-000291",252889,"2025-07-11","Chargeback Representment","P2 - High","chargeback_representment","Merchant from Dublin contacted regarding a €487.50 Visa chargeback coded as ""goods not received"" despite having courier tracking showing successful delivery on 15th June. Business owner expressed concern about impact on monthly chargeback ratio which is approaching the 0.9% threshold that could trigger enhanced monitoring. Representment package submitted including signed delivery confirmation and customer communication logs."
"CS-000292",76542,"2025-06-12","Chargeback Representment","P3 - Medium","chargeback_representment","German restaurant in Munich disputing a Mastercard chargeback for €156.80 where cardholder claims non-receipt of service. Merchant provided CCTV footage timestamped 19:45 on Saturday evening, table reservation records, and itemized receipt with EMV chip verification, all submitted within the 10-day representment window. Revenue loss from this dispute particularly significant given current 4.2% profit margins in hospitality sector."
"CS-000293",86143,"2025-09-05","Chargeback Representment","P3 - Medium","chargeback_representment","Belgian online retailer escalating pre-arbitration case involving €2,340 Visa transaction originally disputed three months ago. First representment was unsuccessful despite delivery proof; merchant now requesting guidance on whether additional evidence such as IP address logs and device fingerprinting data would strengthen second-stage defense. Business cannot absorb loss of this magnitude given average order value of €89."
"CS-000294",92682,"2025-08-22","Chargeback Representment","P2 - High","chargeback_representment","Portuguese merchant questioning representment deadline after receiving chargeback notification on Thursday for a €67.30 Mastercard transaction from two weeks prior. Support agent clarified the 10 calendar day window and confirmed submission cutoff is next Tuesday at 17:00 CET. Merchant operates on thin margins and emphasized that chargeback fees alone represent 8% of this transaction value."
"CS-000295",114445,"2025-08-20","Chargeback Representment","P3 - Medium","chargeback_representment","French boutique in Lyon disputing ""credit not processed"" chargeback for €523 despite having issued refund on 3rd July, five days after customer request. Merchant submitted bank statement showing outbound credit, original transaction receipt, and email correspondence confirming refund processing. Owner noted this is second invalid chargeback this quarter, creating administrative burden that diverts resources from core business operations."
"CS-000296",292734,"2025-07-20","Chargeback Representment","P2 - High","chargeback_representment","Irish café operator with Clover Flex 5000 terminal seeking urgent guidance on €43.20 Visa chargeback marked as ""fraudulent transaction"" despite chip-and-PIN authorization at 08:15 on Monday morning. Merchant concerned about liability shift implications and potential pattern, as this represents third fraud claim in six weeks across 1,847 transactions processed monthly. Representment evidence includes EMV cryptogram and terminal logs."
"CS-000297",74829,"2025-09-19","Chargeback Representment","P3 - Medium","chargeback_representment","Austrian ski equipment rental company disputing €890 Mastercard chargeback where customer claims unauthorized transaction. Merchant provided signed rental agreement, photocopy of cardholder ID collected at time of rental, and equipment return documentation dated five days after transaction. Business owner stressed that seasonal revenue concentration makes each dispute materially significant to annual performance."
"CS-000298",44205,"2025-06-04","Chargeback Representment","P3 - Medium","chargeback_representment","Netherlands-based electronics retailer escalating to pre-arbitration after losing initial representment on €1,456.70 Visa dispute. Merchant argues delivery signature, tracking number, and customer's subsequent product registration on manufacturer website constitute compelling evidence. Monthly chargeback rate has increased to 0.7%, and further losses could impact processing agreement terms."
"CS-000299",211027,"2025-09-08","Chargeback Representment","P3 - Medium","chargeback_representment","Spanish hotel in Barcelona contesting ""services not as described"" chargeback for €678.50 covering three-night stay. Guest completed stay, used amenities, and checked out normally on Sunday morning before disputing charge two weeks later. Merchant submitted folio with daily charges, key card access logs showing room entry throughout stay, and property policies signed at check-in. Dispute threatens to push quarterly chargeback ratio above acceptable thresholds."
"CS-000300",125299,"2025-06-16","Chargeback Representment","P3 - Medium","chargeback_representment","Greek taverna owner inquiring about representment process after receiving first-ever chargeback for €134.60 Mastercard transaction. Customer claimed duplicate charge, but merchant records show two separate transactions on Friday and Saturday evenings with different amounts and authorization codes. Business operates with minimal administrative support and requires clear guidance on evidence compilation and submission procedures."
"CS-000301",44699,"2025-06-09","Chargeback Representment","P3 - Medium","chargeback_representment","German online pharmacy disputing €267.90 Visa chargeback with tracking showing delivery signature obtained at customer address on 22nd June at 14:32. Merchant emphasized that pharmaceutical products cannot be resold once shipped, making chargebacks particularly damaging to inventory and revenue. Representment package includes carrier confirmation, delivery photo, and customer account history showing no prior complaints."
"CS-000302",93778,"2025-09-22","Chargeback Representment","P3 - Medium","chargeback_representment","Italian fashion retailer in Milan questioning whether pre-arbitration is financially justified for €312 Mastercard dispute given additional fees involved. Initial representment with delivery proof was denied; merchant seeking cost-benefit analysis guidance. Business processes approximately 890 transactions monthly with average value €156, making each chargeback decision strategically important to profitability."
"CS-000303",184565,"2025-06-23","Chargeback Representment","P3 - Medium","chargeback_representment","Irish hardware store disputing ""goods not received"" chargeback for €523.40 where customer collected items in-store using click-and-collect service. Merchant submitted collection receipt signed by cardholder at 16:20 on Wednesday, CCTV footage of collection, and email notification sent when order ready. Owner noted increasing chargeback abuse concerns affecting willingness to offer convenient collection options."
"CS-000304",248137,"2025-08-22","Chargeback Representment","P3 - Medium","chargeback_representment","Belgian restaurant group escalating multiple related chargebacks totaling €1,847 across four Visa transactions from same cardholder over two-week period. All transactions processed with chip-and-PIN on Clover Station Duo terminals between 20:00 and 22:30 on weekend evenings. Pattern suggests coordinated fraud; merchant requesting guidance on presenting evidence of systematic abuse during pre-arbitration phase."
"CS-000305",93972,"2025-06-12","Chargeback Representment","P2 - High","chargeback_representment","French wine merchant disputing €2,100 Mastercard chargeback for corporate order delivered to business address with signed proof of receipt. Customer claims authorization was fraudulent despite signature matching cardholder name and delivery to registered business location. Merchant cannot sustain losses of this magnitude given 12% gross margins and seasonal cash flow constraints."
"CS-000306",256458,"2025-09-21","Chargeback Representment","P3 - Medium","chargeback_representment","Portuguese online bookstore contesting ""product not received"" chargeback for €89.90 with national postal service tracking showing successful delivery on 8th July. Merchant submitted representment evidence within deadline but seeking clarification on pre-arbitration timeline should initial defense fail. Business processes 340 orders monthly; chargeback rate approaching level requiring remediation plan."
"CS-000307",246356,"2025-06-28","Chargeback Representment","P2 - High","chargeback_representment","Austrian restaurant disputing €234.50 Visa chargeback where diner claims card was used without authorization despite chip-and-PIN verification at 19:15 on Saturday. Terminal logs from PAX A920 device show successful EMV authentication with correct PIN entry. Merchant concerned about liability implications and whether EMV data provides sufficient defense against fraud claims in current regulatory environment."
"CS-000308",255655,"2025-08-03","Chargeback Representment","P3 - Medium","chargeback_representment","Dutch flower delivery service escalating pre-arbitration case for €167.80 Mastercard transaction with photographic delivery proof and recipient signature. Initial representment unsuccessful despite comprehensive evidence; merchant questioning what additional documentation could strengthen case. Business model depends on maintaining low dispute rates to preserve relationships with payment processors and card schemes."
"CS-000309",28378,"2025-09-24","Chargeback Representment","P3 - Medium","chargeback_representment","Spanish pharmacy chain disputing €445.60 chargeback marked ""credit not processed"" with bank records proving refund issued within 48 hours of customer request. Merchant submitted transaction logs, refund confirmation, and customer service correspondence. Finance director emphasized that invalid chargebacks create reconciliation challenges and artificially inflate dispute metrics used in acquiring bank performance reviews."
"CS-000310",132952,"2025-06-03","Chargeback Representment","P3 - Medium","chargeback_representment","German bakery chain contesting five related Visa chargebacks totaling €287.30 from transactions processed on Clover Flex 5000 terminals during morning rush between 07:00 and 08:45. All transactions authenticated with contactless under €50 limit. Merchant seeking guidance on representment strategy for low-value disputes where evidence gathering costs approach transaction values but pattern suggests abuse requiring formal challenge."
"CS-000311",97833,"2025-08-08","Chargeback Representment","P3 - Medium","chargeback_representment","Irish pub disputing €178.90 Mastercard chargeback where customer claims intoxication invalidates transaction authorization. Merchant provided timestamped receipts showing moderate tab accumulated over three hours, staff incident log noting no concerns, and CCTV footage showing patron departing unassisted at 23:30. Owner stressed reputational and financial impact of fraud claims on licensed premises."
"CS-000312",1462,"2025-09-18","Chargeback Representment","P2 - High","chargeback_representment","Belgian jeweler escalating to pre-arbitration on €3,450 Visa dispute after unsuccessful initial representment despite providing delivery signature, insurance documentation, and customer communication. Transaction represents 11% of monthly revenue; merchant cannot absorb loss without significant business impact. Seeking detailed guidance on pre-arbitration evidence requirements and realistic success probability assessment."
"CS-000313",96420,"2025-08-14","Chargeback Representment","P2 - High","chargeback_representment","French gym membership provider disputing ""services not rendered"" chargeback for €456 covering six-month contract. Merchant submitted facility access logs showing member used gym 47 times over four months before initiating dispute. Contract terms, signed membership agreement, and usage data all included in representment package. Business model depends on contract integrity; chargebacks undermine subscription revenue predictability."
"CS-000314",67200,"2025-06-19","Chargeback Representment","P3 - Medium","chargeback_representment","Portuguese restaurant contesting €201.30 Mastercard chargeback received 87 days after transaction date. Merchant questioning whether dispute falls outside allowable timeframe and seeking clarification on scheme rules. Transaction processed normally with chip-and-PIN on Thursday evening; customer raised no concerns during service or in subsequent weeks. Administrative burden of aged disputes particularly challenging for small business operations."
"CS-000315",37703,"2025-06-09","Chargeback Representment","P2 - High","chargeback_representment","Greek hotel operator disputing €1,234 Visa chargeback for week-long booking where guest completed entire stay before claiming dissatisfaction. Merchant provided booking confirmation showing rate acceptance, daily folios with incidental charges, and checkout documentation signed on departure morning. Seasonal business cannot sustain revenue reversals after delivering services in full; seeking aggressive representment and pre-arbitration if necessary."
"CS-000316",55549,"2025-06-25","Chargeback Representment","P3 - Medium","chargeback_representment","Merchant calling back regarding chargeback case opened last Tuesday for €487.50 Mastercard transaction - still hasn't received our email with representment instructions despite multiple promises. Customer is frustrated as pre-arbitration deadline is approaching in 6 days and they have delivery confirmation ready to submit."
"CS-000317",205164,"2025-06-04","Chargeback Representment","P3 - Medium","chargeback_representment","Follow-up on Friday's call about the €1,240 Visa chargeback dispute where merchant submitted signed delivery receipt but heard nothing back. They're now asking if we actually forwarded their evidence to the card scheme and want to know the exact pre-arbitration timeline since original chargeback was issued 18 days ago."
"CS-000318",140758,"2025-06-01","Chargeback Representment","P3 - Medium","chargeback_representment","Third contact from this German merchant about same €89.99 chargeback - previous agent promised escalation to disputes team 4 days ago but merchant received no update. They have tracking proof showing delivery on June 3rd and are worried about missing representment window."
"CS-000319",59108,"2025-07-04","Chargeback Representment","P3 - Medium","chargeback_representment","Merchant phoning again about batch of 3 chargebacks totaling €2,156 from last week's case - says the evidence upload portal we directed them to keeps timing out. Now asking if they can email the signed receipts directly and whether the 10-day representment deadline can be extended given the technical issues."
"CS-000320",227135,"2025-08-24","Chargeback Representment","P3 - Medium","chargeback_representment","Return call on the €645 Mastercard dispute from our Monday conversation where merchant was told to gather delivery documentation. They've now compiled everything including signature and photo proof but are confused about pre-arbitration fees mentioned in our previous email and want clarification before proceeding."
"CS-000321",164438,"2025-06-12","Declined Transaction","P2 - High","declined_transaction","Merchant reports 8 declines in past hour on Visa cards, amounts between €45-€120. Terminal PAX A920, all showing ""do not honour"". Checking with issuer banks now."
"CS-000322",82548,"2025-08-18","Declined Transaction","P2 - High","declined_transaction","Customer called about Mastercard being declined at 14:30 today, €230 transaction. Same card worked yesterday for €180. Issuer timeout on our end, advised to retry."
"CS-000323",1014106,"2025-08-17","Declined Transaction","P1 - Critical","declined_transaction","Unusual spike in declines Tuesday morning between 09:00-11:00, mostly German issuers. Merchant asks if issue is their account or terminal setup."
"CS-000324",1003544,"2025-06-08","Declined Transaction","P2 - High","declined_transaction","Three consecutive declines on same Visa Debit card, €67.50 each attempt. Merchant says customer insists card has funds. Response code 05 - do not honour."
"CS-000325",577689,"2025-08-27","Declined Transaction","P1 - Critical","declined_transaction","Merchant in Dublin reports 15 failed transactions since opening at 08:00, mix of Visa and Mastercard. Clover Flex 5000 terminal. Checking acquirer connection logs."
"CS-000326",1254097,"2025-08-08","Declined Transaction","P1 - Critical","declined_transaction","Spanish merchant asking if problem is on our side - 6 declines in 20 minutes, all different cards. Amounts €15 to €89. No pattern visible yet."
"CS-000327",71666,"2025-08-19","Declined Transaction","P2 - High","declined_transaction","Friday evening rush, merchant reports cards that worked last week now declining. €340 and €156 transactions, both Mastercard. Issuer not responding to auth requests."
"CS-000328",1415259,"2025-08-05","Declined Transaction","P2 - High","declined_transaction","Batch of 11 declines Wednesday afternoon, all Visa cards from French banks. Merchant concerned about lost sales. Terminal Clover Station Duo showing connection errors intermittently."
"CS-000329",68257,"2025-06-22","Declined Transaction","P1 - Critical","declined_transaction","Customer's corporate card declined for €890, works fine at other merchants. Merchant asks if their terminal settings blocking high-value transactions."
"CS-000330",916814,"2025-06-07","Declined Transaction","P1 - Critical","declined_transaction","Portuguese merchant reports every transaction over €200 declining today. Five attempts, three different cards. Lower amounts processing normally."
"CS-000331",512650,"2025-08-25","Declined Transaction","P2 - High","declined_transaction","Mastercard Debit declined three times at 16:45, €52 each. Merchant says customer tried at ATM successfully. Response: issuer decline, no specific reason."
"CS-000332",143905,"2025-08-08","Declined Transaction","P1 - Critical","declined_transaction","Monday morning, 12 declines between 07:30-08:15. Merchant asks if weekend system maintenance caused issues. Mix of schemes, all showing ""do not honour""."
"CS-000333",12135,"2025-09-15","Declined Transaction","P2 - High","declined_transaction","Belgian merchant reports Italian-issued cards declining more than usual. Seven declines today versus normal one or two per week. Amounts €30-€145."
"CS-000334",157459,"2025-08-23","Declined Transaction","P1 - Critical","declined_transaction","Terminal Clover Flex 5000 showing issuer timeouts on four consecutive transactions. Merchant asks if their internet connection is the problem. Testing connectivity now."
"CS-000335",99416,"2025-08-12","Declined Transaction","P1 - Critical","declined_transaction","Greek merchant reports 9 Visa declines Thursday, all tourists' cards. Amounts €25 to €180. Merchant concerned it's their account flagged for fraud."
"CS-000336",463090,"2025-08-08","Declined Transaction","P2 - High","declined_transaction","Austrian merchant called about weekend declines - 14 transactions failed Saturday between 12:00-15:00. Sunday was normal. Reviewing Saturday's processing logs."
"CS-000337",87932,"2025-08-28","Declined Transaction","P2 - High","declined_transaction","Merchant reports customer's card declined at €445 but approved at €400. Asking if they have transaction limits we haven't told them about."
"CS-000338",1425,"2025-07-08","Declined Transaction","P2 - High","declined_transaction","Netherlands merchant seeing unusual decline rate since 10:00 today. 18 failed out of 45 attempts, mostly Maestro cards. Terminal PAX A77."
"CS-000339",738673,"2025-08-26","Declined Transaction","P1 - Critical","declined_transaction","Irish merchant asks if issue is terminal or network - same three customers' cards declined today, all worked fine yesterday. Amounts €67, €89, €134."
"CS-000340",30542,"2025-09-22","Declined Transaction","P2 - High","declined_transaction","German merchant reports issuer not responding on premium cards. Four Visa Infinite declines, amounts €560 to €1200. Standard cards processing normally."
"CS-000341",93432,"2025-06-14","Declined Transaction","P2 - High","declined_transaction","Merchant called about Tuesday declines - 22 failures between 14:00-17:00, now back to normal. Wants to know if compensation available for lost business."
"CS-000342",1522643,"2025-08-24","Declined Transaction","P1 - Critical","declined_transaction","French merchant reports Cartes Bancaires declining more than usual. 10 declines today, typical day is one or two. Terminal Clover Station Duo, amounts €40-€95."
"CS-000343",1825442,"2025-09-18","Declined Transaction","P1 - Critical","declined_transaction","Merchant in Milan reports every Mastercard declined between 11:30-12:00, total of 8 transactions. Visa cards working fine. All showing response code 91."
"CS-000344",627160,"2025-08-14","Declined Transaction","P1 - Critical","declined_transaction","Spanish merchant asks if their account has problem - customer tried same card four times, €156 transaction. Card works at merchant next door."
"CS-000345",362859,"2025-06-11","Declined Transaction","P1 - Critical","declined_transaction","Merchant reports 16 declines overnight between 22:00-01:00. Mix of schemes and issuers, amounts €18 to €230. Terminal Clover Flex 3500. Morning transactions processing normally."
"CS-000346",236,"2025-08-22","Declined Transaction","P1 - Critical","declined_transaction","Merchant reports Clover Flex terminal displaying ""DECLINED 05 - DO NOT HONOUR"" for approximately 15 Mastercard transactions between 14:30 and 16:45 CET on Tuesday, all transactions ranging €45-€120. Customer states these are regular clients whose cards typically process without issue. Terminal diagnostics show successful connection to acquirer host and no communication timeouts logged."
"CS-000347",1767267,"2025-08-28","Declined Transaction","P2 - High","declined_transaction","Online checkout integration throwing error code ""ISSUER_NOT_RESPONDING"" for 8 out of 12 Visa Debit transactions attempted Saturday morning between 09:15-10:30 GMT, amounts €22.50 to €89.99. Merchant's payment gateway logs indicate request sent successfully but timeout after 45 seconds waiting for issuer authorization response. Merchant asking if this is a known issue with their PSP connection or if they need to contact their technical integration partner."
"CS-000348",54581,"2025-09-19","Declined Transaction","P1 - Critical","declined_transaction","PAX A920 terminal at restaurant location showing unusual pattern: 6 consecutive Maestro card declines Thursday evening service, response code 51 ""INSUFFICIENT FUNDS"" but customers insist cards working at ATM minutes before. Transaction amounts €67.80, €134.20, €89.50, €156.00, €78.90, €201.30. Merchant questions whether terminal is sending incorrect currency code or amount format to issuer."
"CS-000349",21875,"2025-07-10","Declined Transaction","P1 - Critical","declined_transaction","Clover Station Duo presenting intermittent ""CALL YOUR BANK"" message (response code 01) for mix of Visa and Mastercard transactions, approximately 40% decline rate Wednesday afternoon. Merchant notes successful transactions processing normally between declined attempts, same card schemes, similar amounts €30-€150. Terminal firmware version 1.24.8, last updated three weeks ago. Merchant suspects terminal memory or processing issue rather than genuine issuer declines."
"CS-000350",587,"2025-07-22","Declined Transaction","P2 - High","declined_transaction","E-commerce merchant reports our previous provider integration returning ""generic_decline"" for 23 transactions over weekend period, predominantly Visa Credit cards issued by French banks. Transaction values €15.99 to €299.00, all customers first-time purchasers. Merchant's fraud settings unchanged, 3DS authentication completing successfully before decline occurs. Merchant asking whether to advise customers to contact issuing bank or if acquirer-side issue exists."
"CS-000351",460781,"2025-08-28","Declined Transaction","P2 - High","declined_transaction","Clover Flex showing ""TRANSACTION NOT PERMITTED"" (response code 57) for 11 Cartes Bancaires transactions Monday morning between 08:00-09:30, amounts €12.50 to €45.00. Same terminal processed 34 successful CB transactions previous Friday without issue. Merchant reports terminal was powered off over weekend. Diagnostics show TMS parameters downloaded successfully on Monday startup, terminal ID and merchant ID verified correct."
"CS-000352",130702,"2025-08-20","Declined Transaction","P2 - High","declined_transaction","Retail merchant using Worldline Yomani XR terminal experiencing 60% decline rate for contactless Mastercard transactions Tuesday, all response code 05 ""DO NOT HONOUR,"" but same cards successful when chip inserted. Contactless transaction limit configured at €50, declined transactions range €8.50 to €48.00. Merchant questions whether contactless reader hardware failing or if issuer specifically declining contactless method."
"CS-000353",1217466,"2025-09-10","Declined Transaction","P2 - High","declined_transaction","Payment gateway API returning HTTP 200 but authorization_failed status for 17 Visa transactions Thursday between 19:00-21:30 CET, amounts €55 to €180. Merchant's logs show standard request format, all required fields populated, 3DS v2.2 authentication successful. Response includes decline code 05 but no additional issuer messaging. Merchant asks if batch of cards from specific issuing bank experiencing problems or if gateway routing issue exists."
"CS-000354",5401,"2025-09-03","Declined Transaction","P2 - High","declined_transaction","Clover Flex terminal at pharmacy displaying ""DECLINED 91 - ISSUER OR SWITCH INOPERATIVE"" for all transaction attempts Saturday morning 07:45-08:15, affecting Visa, Mastercard, and Maestro equally. 9 transactions attempted, amounts €18.50 to €127.80. Terminal shows full signal strength, successful connection test to acquirer. Merchant reports issue resolved spontaneously at 08:20 without intervention. Requesting explanation for 35-minute outage window."
"CS-000355",45745,"2025-08-01","Declined Transaction","P2 - High","declined_transaction","WooCommerce checkout with our previous provider plugin showing increased decline rate starting Wednesday: 31 declined of 87 attempted transactions over 48-hour period, baseline typically 8-10%. Mix of card schemes, issuer countries across EU, amounts €25 to €450. Response codes vary: 05, 51, 61 ""EXCEEDS WITHDRAWAL LIMIT."" Merchant's risk settings and velocity rules unchanged. Merchant asking whether our previous provider experiencing issuer connectivity issues or if merchant account flagged for additional screening."
"CS-000356",568016,"2025-09-09","Declined Transaction","P2 - High","declined_transaction","Clover Station Duo presenting ""NO RESPONSE FROM ISSUER"" message for 5 consecutive Mastercard Debit transactions Friday afternoon, amounts €89.00, €134.50, €67.20, €201.00, €156.80. Terminal log shows authorization requests timing out after 60 seconds. Subsequent Visa transaction processed successfully in 4 seconds. Merchant questions whether Mastercard network experiencing routing problems or terminal requires configuration update for Mastercard BIN ranges."
"CS-000357",6833,"2025-08-28","Declined Transaction","P2 - High","declined_transaction","Mobile payment terminal PAX A77 showing response code 14 ""INVALID CARD NUMBER"" for 4 different Visa cards Tuesday morning, but manual entry of same card numbers results in successful authorization. Contactless and chip read both triggering error. Amounts €45, €67.50, €23.80, €91.00. Merchant reports terminal dropped previous day, screen undamaged but questions whether card reader hardware compromised. Asking if terminal diagnostics can confirm reader malfunction versus legitimate issuer declines."
"CS-000358",206490,"2025-07-24","Declined Transaction","P1 - Critical","declined_transaction","Shopify Payments merchant reports 19 ""card_declined"" errors Sunday evening between 20:00-23:30 GMT, exclusively affecting Mastercard Credit cards issued by German banks. Transaction amounts €39.99 to €189.99, all digital goods purchases. Merchant's Shopify dashboard shows 3DS authentication completed successfully before decline. Standard response code 05 provided. Merchant asks whether specific issuer blocking merchant category code or if Mastercard network issue occurred during timeframe."
"CS-000359",18830,"2025-06-14","Declined Transaction","P2 - High","declined_transaction","Clover Flex terminal displaying ""DECLINED 12 - INVALID TRANSACTION"" for all Maestro transactions Wednesday, 14 attempts ranging €15.50 to €98.00. Same terminal processing Visa Debit and Mastercard Debit successfully. Terminal configuration shows Maestro enabled, application version 08.02.15. Merchant last processed successful Maestro transaction previous Wednesday. No terminal settings changed by merchant. Requesting verification of Maestro application parameters and whether re-initialization required."
"CS-000360",79419,"2025-06-28","Declined Transaction","P2 - High","declined_transaction","Payment gateway returning ""issuer_declined_cvv"" for 26 card-not-present transactions Thursday and Friday, but merchants notes CVV values verified correct by customers via phone. Amounts €50 to €320, mix of Visa and Mastercard. Gateway logs show CVV transmitted in authorization request. Merchant questions whether issuer CVV matching rules changed or if gateway CVV handling error exists. Merchant's CVV requirement settings unchanged for 8 months."
"CS-000361",8383,"2025-08-05","Declined Transaction","P1 - Critical","declined_transaction","Clover Station Duo at petrol station showing 45% decline rate for pre-authorization transactions Saturday, response code 51 ""INSUFFICIENT FUNDS"" for €150 pre-auth amount. Customers report adequate funds and cards working at other locations. Successful pre-auths completing normally between declined attempts. Terminal configured for fuel pre-authorization since installation 14 months ago. Merchant asks if issuer pre-auth policies changed or terminal sending incorrect transaction type indicator."
"CS-000362",1172425,"2025-08-13","Declined Transaction","P2 - High","declined_transaction","Mollie payment integration returning ""failed"" status with reason ""authentication_failed"" for 12 transactions Monday afternoon, but merchant's 3DS challenge flow completing successfully from customer perspective. Amounts €29.99 to €175.00, all Visa cards from various EU issuers. Mollie dashboard shows authentication_value present in request to issuer. Merchant questions whether issuer rejecting 3DS cryptogram or if Mollie's authentication implementation issue. Merchant's 3DS configuration unchanged since go-live."
